1,0.75,1,0.9375,0
1,1,1,0.5,0.9375
0,1,1,1,0.75
0.8125,0.9375,1,0.84375,0.0625
1,0.25,1,0.96875,0.78125
1,1,1,0.9375,1
1,0.6875,1,0.96875,0.90625
